"","Tcm_ctr1","Tcm_ctr2","Tcm_ctr3","Tem_ctr1","Tem_ctr2","Tem_ctr3","Tcm_irr1","Tcm_irr2","Tcm_irr3","Tem_irr1","Tem_irr2","Tem_irr3"
"Tfap2b",0,1,0,1,1,2,8,6,0,0,1,1
"4930486I03Rik",0,0,0,0,0,0,0,1,0,0,0,0
"Mcm3",4368,5583,4883,5592,4490,5020,4050,4275,5811,2643,4678,6727
"Il17f",50,0,0,0,0,0,0,7,0,0,0,0
"6720483E21Rik",0,0,0,0,0,0,0,0,0,0,0,5
"Paqr8",404,196,279,0,335,228,0,37,72,106,4,248
"Tram2",50,36,71,28,46,15,11,110,21,45,0,16
"Tmem14a",236,124,67,134,189,149,143,187,82,80,68,137
"Gsta3",0,0,14,0,0,0,2,0,34,0,0,0
"Khdc1a",0,0,0,0,0,0,34,2,2,0,2,0
"Gm4956",643,69,116,887,43,0,212,112,75,47,48,75
"Khdc1b",0,0,0,0,0,0,0,17,0,0,0,0
"Khdc1c",54,0,0,0,0,0,10,4,15,0,0,0
"Ogfrl1",1405,803,250,782,110,200,1118,1640,510,844,234,74
"B3gat2",0,33,0,15,71,0,0,23,17,12,0,8
"Fam135a",24,80,0,0,70,118,130,157,0,2,160,2
"Sdhaf4",1550,1221,1490,2062,1848,1802,1897,1708,1972,1911,2205,2241
"Lmbrd1",8005,7336,8930,8586,4917,6021,3618,4479,3721,3762,4013,5527
"Gm20172",4,0,0,0,0,0,0,0,0,0,0,0
"4931408C20Rik",0,2,0,0,0,0,0,0,0,0,0,0
"Gm597",0,0,0,0,0,0,0,2,2,0,0,0
"Mir6342",23,0,0,0,0,0,0,0,0,0,0,0
"Phf3",1938,2302,1569,2766,2954,2012,2535,3275,2410,2985,1825,2185
"Ptp4a1",158,184,212,89,223,234,467,573,492,408,323,200
"Gm9839",0,0,0,0,0,0,15,0,0,0,0,0
"Gm5415",6,0,0,0,0,0,0,4,0,0,0,0
"1700001G17Rik",0,0,44,137,0,0,0,0,29,38,70,18
"Zfp451",1100,2073,1819,1428,1697,1730,1884,1826,1850,1196,1743,2605
"Rab23",292,529,272,352,402,636,579,470,280,719,602,696
"Bag2",694,362,482,488,364,428,166,302,476,310,186,460
"Gm15455",16,22,32,10,6,20,20,8,26,10,20,16
"Bend6",673,243,162,0,172,60,842,509,450,187,323,183
"Imp4",3753,7006,7896,7855,7425,7366,5343,5881,6618,5868,7536,10163
"Mir5103",0,2,0,0,0,3,0,0,0,0,0,2
"Ccdc115",2502,2489,4128,2572,3796,4030,2045,1757,2449,2042,3932,4435
"Prss40",0,0,0,0,0,0,0,0,0,7,0,0
"Prss39",0,0,0,2,0,0,0,0,21,0,0,0
"Fam168b",9848,14900,3670,3710,4380,3540,5266,8229,8893,10115,2653,3283
"Arhgef4",6,616,724,242,1124,1291,484,492,454,916,1041,1497
"Hs6st1",748,781,404,276,228,244,598,364,312,826,166,188
"Neurl3",3671,6237,7367,4566,3045,3819,4223,3889,3233,2314,3559,4263
"Fer1l5",9,382,139,219,85,46,159,61,57,207,8,97
"Arid5a",5115,11245,10920,7287,13480,13480,9425,8912,9836,8842,9913,14808
"Mir6898",0,0,0,0,0,0,0,0,0,1,0,0
"Kansl3",3046,3848,2909,2727,3102,3739,3209,2701,3183,2900,2859,2857
"Sema4c",2,36,18,0,0,0,0,0,10,8,0,4
"Cnnm4",716,1304,322,208,342,548,376,586,582,440,490,458
"Ankrd39",630,940,1185,296,970,1426,540,863,552,685,625,1046
"Ankrd23",685,769,740,173,407,349,659,543,597,433,452,347
"Cnnm3",115,455,390,408,620,214,557,276,656,650,272,548
"Cox5b",5524,6507,7876,7967,7235,6828,7129,7266,8249,8003,9318,10707
"Zap70",2980,6088,7948,3784,9137,12599,7098,6954,10507,8099,8364,14212
"4933424G06Rik",0,47,0,0,0,0,3,10,2,2,0,0
"Unc50",4002,4423,5516,6619,6069,5855,4695,5139,4320,4101,6695,6889
"Coa5",6506,7888,7872,8086,9609,12036,12383,10598,8310,10164,11548,12221
"Tsga10",84,206,180,139,342,536,213,141,93,108,99,165
"Lipt1",323,323,266,346,289,308,208,184,300,121,377,268
"Txndc9",2322,3411,3975,4291,3752,4428,3239,3848,3666,3415,5613,5310
"Mrpl30",3788,2698,3279,3102,2571,2602,2836,3651,4068,3552,4544,5099
"Lyg1",0,0,0,0,0,2,0,8,0,0,0,0
"Rev1",1094,1114,772,335,1094,956,1158,1134,1048,1076,1157,1286
"Chst10",1316,3450,2817,4423,3645,2981,1581,1813,2187,1718,1983,2484
"Pdcl3",2444,2364,2424,2968,2855,2835,3030,2243,1810,2372,3648,3695
"Rpl31",13787,13233,7997,9926,5720,4711,7460,11220,13986,13715,7613,8070
"Snord89",0,2,5,0,4,0,4,6,0,0,0,0
"Rnf149",3083,1396,559,420,238,397,1734,3410,1871,1320,248,364
"Cnot11",1379,1877,1361,1219,1169,1456,1279,1751,1860,1338,1459,1616
"Creg2",0,0,0,0,0,32,0,69,6,0,16,0
"Gm16894",0,9,34,17,0,0,39,27,38,8,0,18
"Il1rl2",313,25,176,310,461,161,293,215,111,451,243,232
"Il18r1",447,5533,5288,1762,10342,11695,7204,6317,8810,5399,10175,11405
"Il1rl1",414,36,81,0,191,194,2,261,2,212,112,186
"Slc9a4",0,0,0,0,0,0,0,0,0,0,0,1
"Il18rap",5091,8911,12234,4925,36300,54624,15995,13229,15636,17961,21059,28678
"Mfsd9",242,160,221,504,274,474,409,246,274,196,250,0
"2900092D14Rik",0,0,0,0,0,0,2,14,2,0,0,0
"Pou3f3",0,0,0,0,0,0,0,12,0,0,0,0
"Pantr2",0,0,0,0,0,0,0,1,0,0,0,0
"Pantr1",0,2,0,0,0,0,1,0,0,0,0,0
"Dalir",0,0,0,0,0,0,0,4,0,0,0,0
"Tgfbrap1",1456,1561,552,632,899,683,850,1532,1302,1038,523,512
"AI597479",1470,1318,1320,1116,1340,1567,1586,1210,1152,1022,2189,2378
"Fhl2",198,354,571,186,682,810,349,250,419,452,564,1072
"1500015O10Rik",0,5,3,0,6,0,8,4,0,2,16,8
"Tpp2",5763,8950,5823,8119,11395,10956,8758,9218,9050,7256,7727,10589
"Mettl21c",14,7,11,0,9,4,1,9,2,17,20,9
"Bivm",796,660,498,844,1456,605,947,829,881,523,1184,1657
"Tex30",2014,1296,1106,1812,1803,1758,1156,1437,1188,1107,1604,1872
"Kdelc1",718,915,1020,951,1229,1123,992,813,1211,911,1679,790
"Col3a1",2,0,2,52,76,0,133,179,28,66,4,0
"Wdr75",3110,3282,2870,4612,3294,2655,4830,3605,3831,2599,4702,3882
"Slc40a1",101139,51619,70787,74303,34077,58054,321654,335974,88219,123254,216269,51327
"Stk-ps2",4,0,0,0,0,0,0,4,0,0,0,0
"Slc39a10",1022,1561,1466,1580,1490,1423,2994,1767,1454,1049,1148,2100
"Sdpr",189,88,78,240,58,20,94,50,46,80,0,174
"Nabp1",3052,2639,3408,4940,7706,8307,9243,7155,7737,6927,9948,14221
"Stat1",20643,21156,22562,32379,18275,20328,58341,50390,41514,33912,38800,48431
"Nab1",3429,4433,1349,1948,2163,2382,2080,2986,4959,6837,1232,2258
"Nemp2",1888,2927,2341,2816,2100,2203,1995,1977,2238,1854,1753,2474
"Inpp1",1309,2442,2266,3916,4591,3520,2849,2705,2998,2588,3799,5302
"1700019D03Rik",6,0,48,0,26,32,41,14,4,2,0,28
"Hibch",1007,742,663,1518,1110,1077,824,765,1067,770,1382,1350
"Mstn",0,0,0,0,0,0,0,42,0,0,0,0
"1700019A02Rik",0,0,0,0,7,0,1,2,0,0,0,0
"Ormdl1",1846,3647,4179,4148,4505,4940,2852,3335,3088,2949,6055,4807
"Osgepl1",961,868,1201,976,886,837,533,474,872,591,938,1052
"Stk17b",23896,26219,17701,18097,21858,21324,19335,18327,21243,16038,18708,23217
"Gtf3c3",1571,1308,1610,1849,2896,1282,2285,2157,2751,1614,1791,1577
"Sf3b1",28542,28924,30079,30273,37711,29519,26408,24626,28017,19009,23930,33604
"Mob4",3887,3196,3118,5811,4074,3962,3436,3180,3551,3306,4882,3430
"Hspd1",9313,8759,9890,10796,13887,12796,8268,8825,10103,6487,8747,12590
"Coq10b",1167,1005,825,1797,2181,1424,915,887,1416,1213,1874,1527
"Hspe1",3504,4807,4117,5043,4080,4418,4872,5106,6049,4367,4649,5520
"Mars2",966,964,1596,1738,854,785,524,740,858,357,732,1403
"Hsfy2",0,0,0,2,0,0,0,0,0,0,0,0
"BC055402",0,0,0,0,0,0,14,4,0,0,0,1
"1700066M21Rik",908,623,459,239,1081,687,967,330,386,361,668,499
"Tyw5",856,524,472,270,769,552,428,453,439,414,897,658
"4930558J18Rik",0,44,0,4,0,68,0,0,0,0,0,0
"Kctd18",995,1038,845,1751,1573,1736,824,878,967,1016,896,1115
"Sgol2a",96,40,30,352,46,104,32,4,68,148,88,92
"Aox4",6,0,0,0,0,0,0,0,0,0,0,0
"Clk1",14434,11203,12558,17833,14259,9678,9363,9299,9984,6984,14528,13585
"Bzw1",20287,20352,21078,28264,29472,31580,23693,23990,22178,21238,36020,33761
"Ppil3",1818,2130,1725,1556,1973,1812,1932,1974,1739,1902,3087,3096
"Fam126b",1266,736,574,232,740,602,1091,860,1031,1072,514,538
"Orc2",2323,1741,2120,1228,1862,2597,1936,2054,2056,1310,2693,3029
"Gm20257",413,297,361,130,363,414,426,472,293,349,607,531
"Als2cr12",72,66,34,191,64,75,217,141,34,3,91,37
"Casp8",8953,8190,8602,9883,11287,8997,12110,12159,14424,11700,16714,18025
"Trak2",3344,4518,2503,4084,3076,2887,2135,2610,2120,1999,1334,2728
"Als2cr11",0,6,0,0,14,0,0,0,3,0,0,0
"Als2",429,866,720,1221,916,1628,865,670,519,778,534,699
"Mpp4",64,1,18,0,14,0,3,7,0,1,0,0
"Cdk15",27,4,2,0,0,0,0,4,0,0,2,0
"Fzd7",128,38,46,0,92,26,128,50,86,174,36,0
"Gm973",0,0,0,0,0,0,11,3,0,0,59,0
"Sumo1",7506,9892,9219,11135,10692,10916,9913,9273,9881,9056,13220,13659
"Snord70",0,0,0,0,2,0,0,8,4,0,0,0
"Nop58",2903,3164,3082,4797,3970,3333,2983,3216,3893,1802,3626,4821
"Snord11",0,0,0,0,0,0,1,1,0,0,0,1
"Fam117b",1574,2842,1028,1059,1598,1216,1321,1561,1988,2318,982,1559
"Carf",48,213,245,742,192,52,266,336,313,86,90,141
"Wdr12",1842,2357,2026,3339,1691,1661,2487,2792,2251,1916,2870,2705
"Cyp20a1",636,815,1361,872,1022,999,1101,1166,940,623,1147,1068
"Cd28",4611,8431,7798,8686,15900,13693,11154,9603,13389,8542,10904,13504
"Ctla4",318,242,321,816,499,294,186,51,170,56,125,177
"Icos",1809,2909,3076,3116,5195,4789,2659,2551,3671,3704,3735,3808
"9530026F06Rik",0,18,0,0,0,0,0,0,0,2,0,0
"Ino80d",567,856,683,672,1200,931,672,513,1185,952,549,175
"Ino80dos",72,101,87,51,110,170,55,90,38,21,115,39
"Snora41",0,30,41,0,52,30,47,40,63,56,33,28
"Gpr1",0,0,0,0,0,0,0,6,0,0,0,0
"Eef1b2",13787,24863,8822,10995,7336,6103,9832,11704,19191,17579,9084,10898
"Dytn",0,0,0,0,0,0,1,0,0,0,0,0
"Fastkd2",778,1543,1871,2555,2321,1408,1717,1805,2021,1455,2071,1757
"4933402D24Rik",31,0,0,0,0,0,26,0,0,0,0,0
"Mir6899",0,0,0,0,0,4,0,0,0,0,0,1
"Creb1",4494,5128,3212,3718,5440,6617,4200,4574,4652,3088,3523,5465
"Mettl21a",980,1159,941,1678,1354,1018,1400,1432,1589,1473,2264,1578
"Ccnyl1",38,74,101,86,25,16,86,237,120,103,216,2
"Fzd5",100,54,122,163,116,332,64,128,172,94,212,48
"2810408I11Rik",126,1,0,78,6,58,90,50,97,24,31,20
"Crygd",0,0,0,0,0,0,6,0,0,0,0,0
"Cryga",6,0,0,0,0,0,0,0,0,0,0,0
"D630023F18Rik",0,0,53,0,0,0,59,205,26,112,94,17
"Akr1cl",0,0,0,0,0,0,0,5,0,0,0,0
"Idh1",6238,2874,4519,8008,3005,4425,11296,9227,2810,5328,10709,3116
"Pth2r",0,0,0,0,0,0,1,1,0,0,0,0
"Kansl1l",654,597,195,451,363,184,510,223,152,137,286,115
"Myl1",0,0,0,38,0,0,0,0,0,0,0,0
"Lancl1",1962,3354,3648,5297,4340,3331,1860,2710,2922,2656,3146,3595
"Cps1",2,4,6,0,0,0,14,12,16,0,0,0
"Fn1",5940,1003,756,1516,127,0,284,244,157,108,46,166
"Apol7d",0,0,0,0,0,0,2,20,0,0,0,0
"4933417E11Rik",0,0,0,0,0,0,2,0,0,0,0,0
"Mreg",840,238,263,238,160,18,754,679,217,138,68,86
"Pecr",580,314,617,1687,382,386,476,517,256,414,1130,639
"Rpl37a",41767,43210,42182,46314,33420,27369,37829,47693,54296,48891,46320,53437
"Ankar",10,0,0,0,0,0,18,15,0,0,0,0
"Igfbp5",0,0,0,30,0,0,2,2,0,0,0,0
"Igfbp2",0,0,0,0,0,0,0,0,20,0,0,0
"Mir6351",0,0,0,0,0,0,0,0,2,0,0,0
"Rufy4",156,85,57,0,0,0,108,270,90,34,0,44
"Cxcr2",1762,351,275,832,54,160,1523,1653,356,6,0,162
"Tmbim1",2359,957,1542,1316,1970,1819,2599,2243,1840,1059,2666,2226
"Arpc2",40757,40203,39600,44831,44903,47995,46377,43053,42609,38840,50142,52568
"Aamp",6497,11174,14342,9522,12733,13115,10087,8985,8782,8978,15922,15154
"Gpbar1",0,0,64,0,6,0,0,3,0,0,0,0
"Cxcr1",0,0,0,0,0,0,11,38,0,0,0,48
"Vil1",0,3,0,2,0,0,2,4,19,0,0,3
"Catip",166,10,33,0,22,0,12,8,28,0,10,0
"Slc11a1",8233,4611,9143,8285,3516,4775,23335,20277,6815,9552,19184,5262
"Ctdsp1",1239,1809,1489,1230,1534,1441,1004,1282,1223,1641,1393,961
"Mir26b",0,5,5,2,8,6,7,5,3,7,3,6
"Plcd4",0,42,22,0,76,15,35,31,44,9,24,47
"Cnot9",3551,3634,4234,4812,3766,4024,3646,3504,4182,2941,4808,4348
"Rnf25",568,1016,969,554,1381,699,1060,858,955,906,916,1249
"Ttll4",372,1064,324,328,533,220,850,643,506,461,373,706
"Stk36",33,21,0,0,0,0,1,14,0,3,0,0
"Bcs1l",704,610,951,771,671,807,695,646,664,884,811,1005
"Wnt10a",94,140,122,806,30,0,46,0,6,18,0,0
"Prkag3",19,0,0,0,0,0,0,10,0,0,0,0
"Wnt6",0,0,0,0,0,0,30,0,0,0,0,0
"Cyp27a1",3657,1331,1882,2506,267,52,1043,1023,245,323,346,245
"Ihh",6,0,0,0,0,18,0,8,8,0,0,0
"Cdk5r2",0,10,0,0,0,0,0,0,0,0,0,0
"Stk16",3544,3389,3508,2067,3433,4284,3540,2482,3603,2535,3308,3426
"Tuba4a",6055,5848,11362,10311,9298,7970,6961,6622,7379,4643,8618,12224
"Atg9a",1284,1891,1426,761,757,948,964,1207,1228,1071,684,1254
"Ankzf1",1532,1547,1489,1722,1384,844,721,1026,969,637,645,939
"Zfand2b",1500,2758,3110,1772,2036,2582,1199,1530,1522,1546,2202,2200
"Cnppd1",5092,7780,6060,4641,6263,6092,6191,5214,5301,5886,5460,7121
"Fam134a",5002,6476,6766,6992,6549,7305,4186,4316,3360,4577,4322,6099
"Slc23a3",2,8,0,0,0,0,28,31,0,6,0,59
"Glb1l",190,316,282,0,188,294,201,308,185,148,123,217
"Abcb6",483,794,617,578,588,396,734,792,408,444,682,324
"Dnajb2",1086,1527,2700,864,1535,1454,598,700,635,620,1283,1589
"Resp18",0,0,0,0,0,0,0,11,0,0,0,0
"Ptprn",48,0,6,240,0,12,3,19,2,0,0,2
"Dnpep",2974,4088,4622,3144,3803,3693,2684,3047,2587,2696,3586,3578
"Speg",33,0,6,0,0,2,0,5,3,0,48,0
"Gmppa",1978,1992,2678,2546,1941,2348,2625,2593,2219,2575,2751,2839
"Chpf",1406,2756,2789,474,3414,2662,1941,2300,2178,2319,2580,3522
"Asic4",0,0,3,0,2,0,0,0,17,0,0,0
"Gm15179",0,0,2,0,0,0,0,0,0,0,0,9
"Tmem198",142,73,59,0,56,74,45,72,14,39,68,73
"Slc4a3",0,14,8,110,0,0,0,0,0,0,0,0
"Stk11ip",1876,2482,3295,1375,1961,1808,1270,1342,1546,1197,591,2046
"Gm17751",0,0,0,0,0,0,0,0,2,0,0,0
"Farsb",4672,4800,5396,8336,4763,5240,6090,5493,5065,4392,7417,7611
"Acsl3",1038,557,667,525,92,135,232,175,14,135,503,66
"Utp14b",12,69,165,542,0,136,137,99,68,32,111,0
"Scg2",0,0,0,6,0,10,0,8,2,4,0,0
"Ap1s3",130,57,83,41,20,5,107,36,87,31,58,75
"Mrpl44",1505,2658,3013,1974,3144,3022,1962,2037,2875,1967,3305,3260
"Wdfy1",2294,3371,3272,1453,4428,4314,4248,3878,3530,3799,3383,5738
"Fam124b",62,60,4,0,74,208,0,13,24,2,100,82
"Cul3",4194,3748,2112,3033,2151,2068,3353,2102,4406,3096,2718,2376
"Mir6344",20,0,0,0,0,0,0,0,0,0,0,0
"Mff",6168,7269,7849,9983,9372,10595,7025,6843,7216,6137,11204,11790
"Tm4sf20",0,2,0,0,0,0,0,2,13,0,1,0
"Agfg1",4866,6561,1435,1514,2802,1021,4795,6950,8098,6366,1944,2034
"Slc19a3",22,0,0,0,0,0,0,0,0,0,0,0
"Daw1",0,0,0,0,0,0,0,1,0,0,0,0
"Fbxo36",28,96,33,228,25,78,71,60,8,50,46,22
"A530032D15Rik",729,293,362,194,20,10,59,46,41,7,10,36
"C130026I21Rik",232,174,195,507,68,57,88,54,45,40,40,60
"Gm7609",106,76,130,73,42,39,84,44,55,23,59,21
"Sp100",23625,33763,38173,39678,53285,52058,45407,41715,44971,36008,55428,62827
"Sp140",4386,3542,4025,3800,2553,2367,3144,2531,2706,2462,2847,2869
"Mir8096",0,0,2,0,0,0,0,0,0,0,0,0
"Cab39",10349,14842,2683,3106,5146,3917,7367,11592,15028,11115,3705,3830
"9930111H07Rik",0,0,0,0,0,0,9,0,1,0,0,0
"4933407L21Rik",12,15,0,0,2,0,0,0,47,4,0,19
"Gpr55",5,155,67,111,257,316,511,445,312,723,248,496
"Itm2c",5579,6294,7078,4532,8581,7965,11125,11261,6390,10049,12967,11018
"Spata3",1,0,0,0,0,0,0,0,0,0,0,0
"2810459M11Rik",0,5,61,0,0,0,54,10,0,0,0,0
"Htr2b",0,7,0,0,0,8,0,0,0,10,0,11
"Gm24148",2,0,0,0,0,0,2,2,5,0,14,0
"Snora75",10,18,23,78,11,4,19,8,36,4,41,30
"Ncl",20020,20938,23479,29587,28166,22209,23145,21963,26079,16700,27314,32415
"B3gnt7",222,169,58,318,0,0,28,4,0,0,0,32
"C130036L24Rik",62,41,118,125,97,30,70,65,86,28,123,45
"1700019O17Rik",0,0,2,0,0,0,0,0,0,0,0,0
"Cops7b",692,1349,1175,1267,719,1839,1118,1337,931,1162,1113,1284
"Pde6d",1356,1654,2308,2196,2467,2631,1889,1686,1292,1381,2397,2129
"Ptma",24777,19898,24769,32949,22518,20677,18867,18177,20985,15254,22059,24509
"Alppl2",0,0,0,0,0,0,0,0,0,4,0,0
"Akp3",0,0,0,0,0,0,0,2,0,0,0,0
"Ecel1",0,0,0,0,0,0,0,0,6,0,2,0
"Eif4e2",4221,5074,4859,4470,6608,5346,3598,4078,5011,3797,6000,5848
"Prss56",0,0,0,0,0,0,22,2,2,40,0,36
"Kcnj13",0,7,4,32,0,0,35,17,100,0,0,17
"Neu2",0,0,0,0,4,0,0,0,0,0,0,0
"Atg16l1",2570,2547,2756,3468,2531,3294,2246,2877,1586,1945,1270,3300
"Scarna6",2,0,0,0,0,0,0,0,0,0,10,0
"Dgkd",10502,12682,6729,4805,4258,4641,4071,4657,5292,5709,2009,3788
"Gm19582",36,41,0,0,0,0,0,4,14,5,0,0
"Dnajb3",0,20,44,116,0,0,0,40,0,6,0,12
"Mroh2a",11,3,20,159,10,0,20,18,14,7,122,14
"Hjurp",155,131,117,106,82,90,73,96,70,52,43,117
"Ugt1a1",0,0,0,0,0,0,0,0,25,0,0,0
"Spp2",0,4,0,0,0,0,17,0,0,0,0,0
"Glrp1",12,0,0,0,0,1,0,30,0,46,68,24
"Gm19589",2,67,60,109,269,138,264,91,111,147,188,318
"Arl4c",4118,9509,4107,3858,8895,8330,10199,13744,18285,14307,7802,9596
"Platr5",18,0,0,0,0,0,0,0,0,0,0,0
"4933400F21Rik",0,0,0,0,0,0,9,0,0,0,0,0
"Gbx2",0,0,0,0,0,0,4,10,0,0,0,0
"Asb18",0,0,0,0,0,0,1,0,0,0,0,0
"Ackr3",68,125,8,220,0,0,0,8,6,0,0,24
"Cops8",3259,5284,5832,3948,7068,6179,4347,4494,5681,4439,6598,6739
"Mlph",0,0,0,0,0,0,26,6,0,0,2,0
"Ramp1",1671,546,576,2215,137,22,322,149,88,18,172,64
"Rbm44",241,92,52,0,72,1,25,49,76,8,1,116
"Ube2f",3493,3139,2918,3050,3197,3294,3192,3025,3172,2601,3707,3387
"Scly",532,912,1047,622,535,391,610,783,898,748,619,632
"Hes6",2503,3626,3942,3566,2621,3404,2350,2452,2046,2138,3270,3398
"Erfe",18,106,23,92,53,37,29,35,21,22,46,30
"Per2",444,853,287,58,394,186,1387,571,330,378,148,414
"Ilkap",4512,5632,5960,6552,5184,5155,3408,3142,4070,3346,5582,5485
"Traf3ip1",698,860,553,16,959,1317,602,744,365,365,381,693
"Asb1",822,878,972,860,1580,1128,691,502,526,1217,688,1210
"Ndufa10",4197,6029,6849,6391,6010,6746,5816,5448,6028,5381,8063,9280
"Mir6900",0,0,0,0,0,0,0,0,0,1,0,0
"Myeov2",3824,3415,3717,4528,3827,3896,4557,4910,5108,5032,6346,5905
"Otos",0,8,21,0,55,25,37,20,78,0,35,7
"Gpc1",628,2005,625,296,1564,1114,1654,1383,1555,1327,900,1224
"Rnpepl1",2560,5284,1504,610,648,1184,1374,3313,4629,5109,1019,1409
"Ankmy1",0,2,34,0,0,0,31,0,0,20,0,0
"Mir149",1,0,0,0,0,0,0,0,0,0,0,0
"Dusp28",276,366,565,485,502,675,382,394,334,527,561,818
"5033417F24Rik",0,14,61,0,94,53,30,22,3,25,10,87
"Gpr35",1982,714,998,1632,388,1190,2070,2173,244,402,1770,198
"Aqp12",0,0,0,0,0,0,0,40,0,0,0,0
"Capn10",414,790,1045,510,985,757,403,410,691,441,220,580
"9430060I03Rik",122,36,136,84,34,144,78,110,68,10,98,110
"Agxt",0,0,0,0,0,0,2,0,0,0,0,0
"Mterf4",690,645,1049,1218,584,825,1171,494,702,612,1199,1164
"Sned1",495,32,29,0,0,0,140,244,110,0,4,0
"Ano7",0,16,29,0,0,0,0,0,1,5,0,104
"Mir6345",0,0,0,0,0,0,3,2,4,0,0,2
"Mir6902",15,3,11,0,19,36,7,17,11,5,20,14
"Ppp1r7",1840,2633,2807,3863,3114,3039,2394,2855,2788,3149,3014,3237
"Sept2",13426,10933,3690,4289,6028,7460,9789,15885,11783,9680,6505,5910
"Bok",0,2,0,0,0,0,8,3,0,19,0,0
"Stk25",2675,3817,6018,2952,4608,4516,4178,3737,3268,2885,5876,5932
"Dtymk",1679,2129,2371,1779,1815,1819,1923,1778,2480,1596,2712,2667
"Ing5",2284,2983,2456,3160,2986,2986,2263,1899,1370,2225,1589,2188
"Atg4b",3121,4330,4648,5184,4618,4590,3080,3437,3389,3300,3808,4769
"Gal3st2",2,8,3,0,0,10,56,12,0,0,0,0
"Gm9994",0,6,7,0,0,0,0,0,0,0,0,0
"Gm6086",1,0,0,0,0,0,2,0,16,0,0,0
"Pdcd1",566,454,1030,1018,900,1251,528,748,703,774,1221,1374
"Neu4",2,0,0,0,0,0,0,0,0,7,0,0
"Fam174a",2965,2576,2976,4782,2740,3612,4326,3994,1772,2742,4064,3595
"St8sia4",5423,4506,3597,4023,3850,3755,2236,2760,1785,2380,2158,2604
"1700063A18Rik",0,0,0,0,0,0,0,2,0,0,2,0
"Panct2",0,0,0,0,0,0,0,2,50,0,0,0
"Ppip5k2",4465,3481,2565,2476,3824,3245,3841,3331,3656,2227,2662,2889
"1810006J02Rik",62,115,44,0,89,30,17,48,86,57,37,60
"Rnf152",0,24,0,0,0,0,0,36,0,6,0,0
"2310035C23Rik",2100,1577,1603,2135,2371,2036,1718,2153,1486,1181,1149,1688
"Tnfrsf11a",458,38,55,555,8,56,923,1275,188,418,165,96
"Zcchc2",469,1575,678,1080,761,461,1293,533,1225,969,1191,921
"Mir3473f",0,0,0,0,0,0,2,0,0,0,0,0
"Vps4b",7392,9401,8948,8034,11058,12852,10988,8457,8554,8401,12909,12529
"Kdsr",655,1213,1336,992,1811,1808,1457,1836,2098,1314,1666,2102
"Serpinb5",1,0,0,0,0,0,0,0,0,0,0,0
"Serpinb3d",0,4,0,0,0,0,0,0,0,0,0,0
"Serpinb13",1,0,1,0,0,0,0,0,0,0,0,0
"Serpinb3b",0,7,0,0,0,0,0,0,0,0,0,0
"Serpinb3c",0,0,0,0,0,0,0,7,0,0,0,0
"Serpinb7",201,166,108,0,0,108,266,146,47,103,18,0
"Serpinb11",0,0,0,0,0,0,0,0,13,0,0,0
"Serpinb8",296,84,108,192,96,186,172,146,36,72,56,0
"Serpinb2",0,0,0,0,0,0,0,24,0,0,2,0
"Serpinb10",291,72,49,220,3,0,24,26,3,2,0,0
"Cdh19",0,0,0,0,0,0,4,3,0,0,0,0
"Dsel",0,146,30,0,38,100,106,96,72,42,122,98
"Nifk",4030,3898,4822,5302,4436,3644,4025,4014,4428,3246,5938,5443
"Tsn",7303,6688,7160,8100,7066,7425,6846,6952,7770,6460,9042,8700
"2900060B14Rik",92,44,50,176,146,89,77,45,125,96,98,128
"Tfcp2l1",0,2,0,0,0,0,0,0,0,2,0,0
"Tmem185b",1720,1984,2669,1580,2216,2614,1799,1935,1947,1328,2714,2904
"Ralb",2568,936,1327,2576,917,1051,2372,2252,726,1272,1820,550
"3830432H09Rik",2,0,0,0,0,0,0,45,0,0,0,0
"Epb41l5",220,4,140,0,0,24,29,0,4,2,93,0
"Tmem177",872,1228,854,590,703,776,672,862,1047,737,982,1186
"3110009E18Rik",211,245,294,346,279,375,303,225,350,305,358,466
"Tmem37",951,1773,1936,750,3066,2899,9405,8091,9260,14400,18801,22068
"Dbi",2801,1960,2744,4249,3049,3201,2925,2875,2866,2641,4420,4247
"Steap3",379,238,79,74,34,102,110,74,146,74,20,78
"Marco",724,404,1327,774,250,722,4069,4026,1516,2192,3432,1714
"En1",0,0,0,0,0,0,6,0,2,0,0,0
"Insig2",1448,2119,1826,2072,2102,1473,2291,2349,1635,1898,1692,2245
"Htr5b",0,0,0,0,0,0,0,14,0,0,0,0
"Ddx18",3417,4187,4390,5151,5497,4287,3760,2994,4656,3489,4080,6898
"Actr3",70537,74435,72872,91666,93175,89878,77734,70237,64584,57042,84198,90061
"Lypd1",0,1,0,0,0,0,0,0,0,0,0,0
"Acmsd",0,61,53,0,36,0,0,0,8,0,0,2
"2900009J06Rik",0,0,0,0,2,0,0,0,1,0,0,1
"Map3k19",25,131,2,51,0,0,18,5,27,0,0,0
"Ubxn4",5893,7538,6008,6628,8772,9628,7011,6779,6626,6178,8532,8586
"Mir128-1",0,4,0,0,0,0,1,3,0,0,0,0
"Dars",6560,7376,6351,10920,8515,6631,8903,7871,9588,6620,8873,11015
"Mcm6",7228,9797,10118,9548,13021,15221,10242,8554,10490,8367,12353,16724
"Cxcr4",1038,744,650,338,268,586,436,424,1095,760,192,734
"Cd55",11579,16110,16647,15160,2778,1839,3216,2468,3233,1696,3907,4134
